title,description,code,coupon_type,discount_type,discount_value,store,store_url,category,start_date,expiry_date,original_price,sale_price,affiliate_link,image,terms_conditions,is_featured,is_verified,is_exclusive,status
redBus FIRST - Save Up to Rs.250 on First Bus Booking,"Exclusive for first-time users: Save up to Rs.250 on your first bus ticket booking on redBus. Valid on all bus operators, app & website. No minimum? Use code FIRST at checkout.",FIRST,code,flat,250,redBus,https://www.redbus.in,Travel & Hotels,2026-09-03,2026-10-03,,,https://www.redbus.in/offers,https://www.redbus.in/images/redbus_logo.png,"Valid only for first-time users (new account/email). Use code FIRST at payment page. Till Sep 30, 2026. One per user.",1,1,0,1
redBus GRAB500 - Flat Up to Rs.500 OFF on Bus Tickets,Verified Aug 31 2026: GRAB500 gives up to Rs.500 OFF (12% up to Rs.250 + 12% cashback) on bus bookings via GrabOn. Working on official redBus checkout.,GRAB500,code,flat,500,redBus,https://www.redbus.in,Travel & Hotels,2026-09-03,2026-10-03,,,https://www.redbus.in/offers,https://www.redbus.in/images/redbus_logo.png,"GrabOn verified Sep 2026. Apply GRAB500 at payment. Up to Rs.500 OFF. Valid till Sep 30, 2026. Some routes/operators excluded.",1,1,0,1
redBus FREEDOM300 - Save Up to Rs.300 on Bus Tickets,Independence offer: Save up to Rs.300 on bus tickets across India. Use code FREEDOM300 on redBus.,FREEDOM300,code,flat,300,redBus,https://www.redbus.in,Travel & Hotels,2026-09-03,2026-10-03,,,https://www.redbus.in/offers,https://www.redbus.in/images/redbus_logo.png,"Freedom sale - till Sep 30, 2026. Apply at checkout.",1,1,0,1
redBus BUS300 - Up to Rs.300 OFF on Bus Tickets,Save up to Rs.300 on bus tickets with code BUS300 on redBus. Min base fare Rs.200.,BUS300,code,flat,300,redBus,https://www.redbus.in,Travel & Hotels,2026-09-03,2026-10-03,200.00,,https://www.redbus.in/offers,https://www.redbus.in/images/redbus_logo.png,Min fare Rs.200. Valid till Sep 30. General users (incl. existing).,1,1,0,1
redBus SUPERHIT - Up to Rs.300 OFF on AP & Telangana Routes,AP & Telangana routes special: Up to Rs.300 discount with SUPERHIT. Min fare Rs.200.,SUPERHIT,code,flat,300,redBus,https://www.redbus.in,Travel & Hotels,2026-09-03,2026-10-03,200.00,,https://www.redbus.in/offers,https://www.redbus.in/images/redbus_logo.png,Valid only on Andhra Pradesh & Telangana routes. Min Rs.200. Till Sep 30.,0,1,0,1
redBus IDFC FIRST Bank - Up to Rs.500 OFF with IDFC500,Bank offer: Save up to Rs.500 on IDFC FIRST Bank Credit Cards. Use IDFC500 at payment.,IDFC500,code,flat,500,redBus,https://www.redbus.in,Travel & Hotels,2026-09-03,2026-10-03,,,https://www.redbus.in/offers,https://www.redbus.in/images/redbus_logo.png,IDFC FIRST Bank Credit Card only. Till Aug 31 / Sep 30. Bank terms apply.,0,1,0,1
redBus RBL Bank - Up to Rs.500 OFF with RBLCC500,RBL Bank Credit Card: Up to Rs.500 OFF using RBLCC500 on redBus.,RBLCC500,code,flat,500,redBus,https://www.redbus.in,Travel & Hotels,2026-09-03,2026-10-03,,,https://www.redbus.in/offers,https://www.redbus.in/images/redbus_logo.png,RBL Bank Credit Card only. Valid till Aug 31 / Sep 30.,0,1,0,1
redBus Axis Bank - Up to Rs.500 OFF with AXIS500,Axis Bank Credit Cards: Save up to Rs.500 with AXIS500 on redBus bus bookings.,AXIS500,code,flat,500,redBus,https://www.redbus.in,Travel & Hotels,2026-09-03,2026-10-03,,,https://www.redbus.in/offers,https://www.redbus.in/images/redbus_logo.png,Axis Bank Credit Cards. Valid till Mar 31 / Sep 30. Bank T&C.,0,1,0,1
redBus AU Bank - 10% OFF Up to Rs.200 with AUBUS200,AU Small Finance Bank: Flat 10% OFF up to Rs.200 using AUBUS200. Min fare Rs.700.,AUBUS200,code,percentage,10,redBus,https://www.redbus.in,Travel & Hotels,2026-09-03,2026-10-03,700.00,,https://www.redbus.in/offers,https://www.redbus.in/images/redbus_logo.png,AU Bank Cards only. Min base fare Rs.700. Till Sep 30.,0,1,0,1
redBus Train SUPERB60 - Get Rs.60 OFF on Train Tickets,Train bookings via redBus (IRCTC authorized): Get Rs.60 OFF using SUPERB60. Plus zero convenience fee on some bookings with NOFEE.,SUPERB60,code,flat,60,redBus,https://www.redbus.in,Travel & Hotels,2026-09-03,2026-10-03,,,https://www.redbus.in/railways,https://www.redbus.in/images/redbus_logo.png,Train tickets only (IRCTC partner). SUPERB60 for Rs.60 OFF. Limited period.,0,1,0,1
